VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
7SAYGDEEXP,Kitsap,Kingston,WA,98346.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,258349276,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102.0
7SAXCDE5XP,Pierce,Lakewood,WA,98499.0,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,28.0,257605358,POINT (-122.51495 47.16196),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053071902.0
YV4ED3GB5N,Spokane,Nine Mile Falls,WA,99026.0,2022,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,7.0,233953786,POINT (-117.54392 47.77676),NO KNOWN ELECTRIC UTILITY SERVICE,53063010404.0
1G1FY6S08L,King,Maple Valley,WA,98038.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,0.0,5.0,260398666,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032008.0
5YJ3E1EA8P,Kitsap,Bremerton,WA,98311.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,233049316,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091600.0
5YJ3E1EB7M,Snohomish,Lynnwood,WA,98036.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,32.0,254314525,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051930.0
5YJSA1H25F,King,Kirkland,WA,98033.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,0.0,48.0,176706358,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402.0
1G1RD6E49C,Benton,West Richland,WA,99353.0,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,0.0,8.0,257620457,POINT (-119.33836 46.29696),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010708.0
7SAYGDEE3P,King,Bellevue,WA,98007.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,41.0,262173425,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604.0
5YJXCBE21G,Kitsap,Bainbridge Island,WA,98110.0,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,0.0,23.0,254840288,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700.0
5YJSA1E63S,Mason,Shelton,WA,98584.0,2025,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,35.0,275896120,POINT (-123.10565 47.21248),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045961000.0
7SAYGDED4S,King,Kirkland,WA,98033.0,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,274202449,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401.0
WA1AAAGE7M,King,Shoreline,WA,98177.0,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222.0,0.0,32.0,255081431,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020200.0
WP0AA2Y15R,Snohomish,Bothell,WA,98012.0,2024,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,260798037,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052114.0
5YJSA1E54N,King,Issaquah,WA,98027.0,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,216924781,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006.0
KNDJP3AE3G,King,Renton,WA,98057.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93.0,31950.0,37.0,339038514,POINT (-122.20489 47.47532),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025303.0
1FT6W5L73R,King,Redmond,WA,98052.0,2024,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,276319298,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032322.0
7SAYGDEE0N,King,Redmond,WA,98053.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,183300750,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032332.0
5YJ3E1EA7J,Pierce,Tacoma,WA,98404.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,27.0,208511537,POINT (-122.41249 47.21584),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053062300.0
7JRBR0FL9K,King,Seattle,WA,98103.0,2019,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22.0,0.0,43.0,478354054,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005100.0
1V2CMPE85P,Snohomish,Snohomish,WA,98296.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,44.0,249613563,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052121.0
5YJXCBE22J,King,Seattle,WA,98116.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,34.0,475874486,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009701.0
JTDKARFP2J,Pierce,Tacoma,WA,98403.0,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,27.0,474823499,POINT (-122.46037 47.26455),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060500.0
7FCTGAAA2P,King,Bellevue,WA,98008.0,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,48.0,259728815,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100.0
5UXKT0C50J,King,Redmond,WA,98053.0,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13.0,0.0,45.0,322315220,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032313.0
1G1RC6S5XJ,King,Seattle,WA,98108.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,37.0,339683333,POINT (-122.30346 47.55379),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010401.0
KNDCT3L13P,King,Seattle,WA,98103.0,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,43.0,253609464,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003601.0
JTMABACA2P,Adams,Othello,WA,99344.0,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,9.0,257837695,POINT (-119.1742 46.82616),"BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||BIG BEND ELECTRIC COOP, INC",53001950500.0
3GPKHXRJ5R,Pierce,Bonney Lake,WA,98391.0,2024,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,31.0,273845890,POINT (-122.17144 47.19175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070208.0
7PDSGABA6P,King,Bellevue,WA,98005.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,41.0,259067196,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601.0
7PDSGBBA9S,Spokane,Spokane,WA,99223.0,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,6.0,272330334,POINT (-117.36043 47.63396),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013502.0
7SAYGDEE4S,King,Seattle,WA,98109.0,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,36.0,278444232,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000.0
5YJ3E1EA4R,King,Kent,WA,98032.0,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,33.0,268423207,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029101.0
1C4RJXN65R,Lewis,Centralia,WA,98531.0,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,20.0,252540305,POINT (-122.95298 46.72894),BONNEVILLE POWER ADMINISTRATION||CITY OF CENTRALIA - (WA)|CITY OF TACOMA - (WA),53041970700.0
7SAYGDEE5P,Snohomish,Snohomish,WA,98290.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,44.0,228749111,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052301.0
5YJ3E1EB9J,Snohomish,Edmonds,WA,98026.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,21.0,475400873,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200.0
7SAYGDEE0P,King,Seattle,WA,98136.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,34.0,259023628,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011601.0
5YJXCBE2XG,Chelan,Wenatchee,WA,98801.0,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,0.0,12.0,141163543,POINT (-120.30522 47.41494),PUD NO 1 OF CHELAN COUNTY,53007960700.0
1N4AZ1CPXJ,King,Federal Way,WA,98023.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,30.0,140474442,POINT (-122.36321 47.3084),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030304.0
JHMZC5F10J,Sonoma,Santa Rosa,CA,95401.0,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47.0,0.0,,477029318,POINT (-122.72292 38.45663),NON WASHINGTON STATE ELECTRIC UTILITY,6097153003.0
JN1CF0BB2R,Snohomish,Bothell,WA,98012.0,2024,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,44.0,269339493,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052006.0
KM8KNDAF4P,Okanogan,Winthrop,WA,98862.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,12.0,259823077,POINT (-120.17739 48.47396),"OKANOGAN COUNTY ELEC COOP, INC",53047970900.0
KM8KNDAF5P,Kitsap,Bainbridge Island,WA,98110.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,228791342,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700.0
WA15AAGE2R,King,Seattle,WA,98107.0,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,36.0,249709022,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003202.0
JTJCJMGAXR,Snohomish,Marysville,WA,98271.0,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37.0,0.0,38.0,273561599,POINT (-122.1677 48.11026),PUGET SOUND ENERGY INC,53061053101.0
5YJ3E1EB5M,King,Woodinville,WA,98072.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,169705322,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032307.0
7SAYGDEF5N,Benton,Richland,WA,99352.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,8.0,209790913,POINT (-119.27372 46.27391),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010810.0
1G1FZ6S06K,King,Seattle,WA,98146.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,34.0,240615322,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026500.0
5YJ3E1EB8R,Snohomish,Lynnwood,WA,98087.0,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,21.0,271095268,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061051803.0
YV4ED3URXN,King,Issaquah,WA,98027.0,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,180208080,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032104.0
1G1FX6S0XH,Jefferson,Port Townsend,WA,98368.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,24.0,117330713,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950604.0
WP1AA2XA7R,King,Fall City,WA,98024.0,2024,PORSCHE,MACAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308.0,0.0,5.0,275137334,POINT (-121.89086 47.56812),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221.0
7SAYGDEE7R,King,Bellevue,WA,98007.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,48.0,271870574,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403.0
1N4AZ1CP8L,Clark,Camas,WA,98607.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149.0,0.0,18.0,278004170,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041328.0
7SAYGAEE3S,King,Bothell,WA,98011.0,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,276061852,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001.0
7SAYGDEE1N,Whatcom,Bellingham,WA,98225.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,42.0,265271464,POINT (-122.47107 48.75245),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000401.0
JN1AZ0CP2C,Snohomish,Lynnwood,WA,98036.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,32.0,208540573,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051402.0
5YJ3E1EB5P,Klickitat,White Salmon,WA,98672.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,14.0,262201355,POINT (-121.48704 45.72776),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,53039950301.0
5YJ3E1EA4J,King,Seattle,WA,98115.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,46.0,470586231,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700.0
5UX43EU02S,Skagit,Mount Vernon,WA,98273.0,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40.0,0.0,40.0,274243637,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952303.0
7SAYGAEE5P,King,Auburn,WA,98001.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,47.0,234882567,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029902.0
3GN7DSRP0S,Thurston,Olympia,WA,98516.0,2025,CHEVROLET,EQUINOX EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,276229019,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221.0
5YJXCAE25L,Snohomish,Marysville,WA,98270.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293.0,0.0,38.0,3405531,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052905.0
5YJXCBE22J,King,Mercer Island,WA,98040.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,41.0,332504805,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024602.0
JTJAAAAB2P,King,Snoqualmie,WA,98065.0,2023,LEXUS,RZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,245836223,POINT (-121.82432 47.52716),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032603.0
KNDPZDAH6P,Snohomish,Stanwood,WA,98292.0,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34.0,0.0,10.0,237783206,POINT (-122.37265 48.24159),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053302.0
JN1BF0BA8R,King,Redmond,WA,98052.0,2024,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,45.0,276605430,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0
5YJXCDE23J,King,Seattle,WA,98115.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,46.0,232853771,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004202.0
5UXTA6C09P,Kitsap,Bainbridge Island,WA,98110.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,23.0,220551306,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090901.0
KM8KRDDF8R,King,Enumclaw,WA,98022.0,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,31.0,262470211,POINT (-121.99136 47.20433),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031502.0
5YJYGDEE6L,King,Tukwila,WA,98168.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,11.0,110569924,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027200.0
WP0BB2Y11P,Whitman,Pullman,WA,99163.0,2023,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,9.0,251025750,POINT (-117.18147 46.73015),AVISTA CORP,53075000300.0
1N4CZ1CV1S,King,Sammamish,WA,98029.0,2025,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,274084121,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032223.0
5YJ3E1EA5R,Clark,Ridgefield,WA,98642.0,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,18.0,262818153,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040910.0
5YJXCAE40J,King,Sammamish,WA,98075.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,41.0,478155331,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217.0
5YJYGDEE5L,Kitsap,Bremerton,WA,98311.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,23.0,109252692,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091600.0
7PDSGBBA4S,Kitsap,Bainbridge Island,WA,98110.0,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,273116168,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090901.0
5YJ3E1EB8R,Kitsap,Poulsbo,WA,98370.0,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,267550363,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090501.0
1C4RJYC69N,Spokane,Spokane,WA,99208.0,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,6.0,228125670,POINT (-117.45005 47.7333),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010701.0
5YJ3E1EB1L,King,Kirkland,WA,98033.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,48.0,102390725,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502.0
5YJ3E1EB1J,Clark,La Center,WA,98629.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,18.0,475020801,POINT (-122.67248 45.86156),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040203.0
5YJYGDEE4M,Pierce,Vaughn,WA,98394.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,26.0,245789638,POINT (-122.76355 47.34347),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072602.0
5YJ3E1EA7R,King,Renton,WA,98056.0,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,11.0,273602486,POINT (-122.1805 47.50006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025601.0
5YJ3E1EB2M,King,Sammamish,WA,98029.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,5.0,151225672,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032222.0
KM8KRDDF0R,King,Redmond,WA,98052.0,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,48.0,274903667,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324.0
5YJ3E1EB0N,Snohomish,Lynnwood,WA,98037.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,32.0,189993905,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802.0
